name,symbol,decimals,total_supply,total_supply_in_wei,contract_address,mint_time,logo,status,vesting_address,factory_contract
PAHUEG,PAHUEG,4,10000000,100000000000,0xe47EE8d2A389EE924C5d0fE88296D6FAd55DA573,2020-05-17 02:07:35 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xe47ee8d2a389ee924c5d0fe88296d6fad55da573/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
CloudClout,CLOUDT,4,10000000,100000000000,0x9621bad6E7E2b9758349DdCb308df7F63Fd46668,2020-05-20 06:51:50 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x9621bad6e7e2b9758349ddcb308df7f63fd46668/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
AMRITA,AMRITA,4,10000000,100000000000,0x3E2E36a24CFCdCEa167789181f29109F9cF2D000,2020-05-22 02:27:05 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x3e2e36a24cfcdcea167789181f29109f9cf2d000/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
CryptoArtCoin,CRAC,4,10000000,100000000000,0x4277DF6De4Cb2e25a2080DCf64aE533c9Aca8196,2020-05-22 04:18:26 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x4277df6de4cb2e25a2080dcf64ae533c9aca8196/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
OON,OON,4,10000000,100000000000,0xCA760655D162EE134E34A316aE8AD9a54a69B60f,2020-05-27 02:38:58 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xca760655d162ee134e34a316ae8ad9a54a69b60f/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Ecnar Token,ECNAR,4,10000000,100000000000,0xB58A2ebBB0Abe5797c78D69DBc419e98eB7A3b52,2020-05-27 04:24:38 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xb58a2ebbb0abe5797c78d69dbc419e98eb7a3b52/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
MIN,MIN,4,10000000,100000000000,0x5D0773b82644c28C96813DCF2D58B2b83D785b6d,2020-05-26 15:26:39 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x5d0773b82644c28c96813dcf2d58b2b83d785b6d/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
HOLLA,HOLLA,4,10000000,100000000000,0x0f961c328a96c23216B97b58947c2e8a741DE912,2020-05-27 03:35:21 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x0f961c328a96c23216b97b58947c2e8a741de912/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Rudem00se,MOOSE,4,10000000,100000000000,0x8ee38cd3d0Ce2620d94Ad7DF54ac5B85d7d28935,2020-05-28 03:53:52 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x8ee38cd3d0ce2620d94ad7df54ac5b85d7d28935/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Hunter,HUNTER,4,10000000,100000000000,0xa8511Af2F945B0a939a9772f403F41ec637bFfcd,2020-06-06 19:27:05 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xa8511af2f945b0a939a9772f403f41ec637bffcd/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Golden Age,GOLDEN,4,10000000,100000000000,0x37266508Ae0102c2Ea05865C94c6d19a3B0af05a,2020-06-07 04:49:11 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x37266508ae0102c2ea05865c94c6d19a3b0af05a/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
RelayNode,RELAY,4,10000000,100000000000,0x19060094373C32E7f7d95eb4d1231f0779C91c23,2020-06-11 18:50:29 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x19060094373c32e7f7d95eb4d1231f0779c91c23/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
WARP,WARP,4,10000000,100000000000,0xc14338C0eaa4bf7E4473C9DD7226001C8ae3B454,2020-06-16 06:37:54 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xc14338c0eaa4bf7e4473c9dd7226001c8ae3b454/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
AVC,AVC,4,10000000,100000000000,0x491614641F2e9456AB8d4B41a83534B71C4c4f85,2020-06-13 20:26:54 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x491614641f2e9456ab8d4b41a83534b71c4c4f85/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Motion,MOTION,4,10000000,100000000000,0x8634F0689a502B3659f2b3c9E5650d365067B48A,2020-08-23 02:10:47 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x8634f0689a502b3659f2b3c9e5650d365067b48a/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Scripts,SCRIPT,4,10000000,100000000000,0x0006634f2FDB9A12b179D05A2b5165B3210bade8,2020-06-20 20:04:14 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x0006634f2fdb9a12b179d05a2b5165b3210bade8/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
JOON,JOON,4,10000000,100000000000,0x174897edD3ce414084A009d22db31C7b7826400d,2020-06-12 21:17:01 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x174897edd3ce414084a009d22db31c7b7826400d/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Camel,CAMEL,4,10000000,100000000000,0x7732aBAe70c3b9319e27fa2cEaE509F538D8e94F,2020-06-20 18:35:49 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x7732abae70c3b9319e27fa2ceae509f538d8e94f/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Piara,PIARA,4,10000000,100000000000,0xBBF4bdeBECe7fFEc5d93225d4866CE50Ca651F6B,2020-08-23 02:00:16 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xbbf4bdebece7ffec5d93225d4866ce50ca651f6b/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Myph,MYPH,4,10000000,100000000000,0x73D65156b358B26B9626E98A7eC17dd386E6187D,2020-06-20 18:53:33 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x73d65156b358b26b9626e98a7ec17dd386e6187d/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Roganzola,ROGUE,4,10000000,100000000000,0xAA34bF1fD22a8537eCF3dec57C8a63B1E7385e82,2020-06-16 05:33:47 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xaa34bf1fd22a8537ecf3dec57c8a63b1e7385e82/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Pentacles,PNTCL,4,10000000,100000000000,0x7deD07692e27B7b15Cb665666c7Fcd06417F9110,2020-06-20 03:42:53 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x7ded07692e27b7b15cb665666c7fcd06417f9110/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Duma,DUMA,4,10000000,100000000000,0x9f4AfFB8652D3AAC1F36431191a8bF0B48dab332,2020-07-09 19:22:07 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x9f4affb8652d3aac1f36431191a8bf0b48dab332/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
PAPER,PAPER,4,10000000,100000000000,0xa4A92262C8DFb70f35599996c64169EFf6E309ca,2020-06-14 12:30:53 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xa4a92262c8dfb70f35599996c64169eff6e309ca/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
BLANK,BLANK,4,10000000,100000000000,0xc59fB1211F8226fD716180fCfA29D0A2FeE00FeD,2020-06-20 19:11:56 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xc59fb1211f8226fd716180fcfa29d0a2fee00fed/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
ALOK,ALOK,4,10000000,100000000000,0xBda7807bDa12CfD225f978502F9b470beb25E212,2020-06-15 16:40:55 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xbda7807bda12cfd225f978502f9b470beb25e212/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Daniell Mesquita,DANI,4,10000000,100000000000,0xFdB655EDff5c7e733074a739B2b713B5CF567a8A,2020-06-20 20:54:57 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xfdb655edff5c7e733074a739b2b713b5cf567a8a/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Amadeo,DEO,4,10000000,100000000000,0xE9D73F3DdA4365e01a372a4a29E9aF0c3354e40C,2020-08-22 03:37:30 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xe9d73f3dda4365e01a372a4a29e9af0c3354e40c/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
SLOTH,SLOTH,4,10000000,100000000000,0x755146E16214446DcB17b68Df0CFcCa4763eb77A,2020-07-10 19:19:02 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x755146e16214446dcb17b68df0cfcca4763eb77a/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Petra,PTR,4,10000000,100000000000,0x574725c3f528096e7b27Ae7e5FC47b35eF515260,2020-07-08 21:26:02 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x574725c3f528096e7b27ae7e5fc47b35ef515260/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
BAEPAY,BAEPAY,4,10000000,100000000000,0x6BFfa07a1B0ceBC474cE6833eAf2bE6326252449,2020-07-08 21:13:13 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x6bffa07a1b0cebc474ce6833eaf2be6326252449/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Harrison First,FIRST,4,10000000,100000000000,0x9903A4Cd589DA8e434f264deAFc406836418578E,2020-06-26 17:05:51 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x9903a4cd589da8e434f264deafc406836418578e/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
AARON,AARON,4,10000000,100000000000,0xd6f4815213D6212Bd2B0ec80F2df084e5B9dbDAb,2020-06-26 05:37:04 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xd6f4815213d6212bd2b0ec80f2df084e5b9dbdab/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
OverPower Esports,OPG,4,10000000,100000000000,0x1eA1aaA7508cE9bB697478E16BEc57C438EB015c,2020-06-26 06:12:20 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x1ea1aaa7508ce9bb697478e16bec57c438eb015c/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
JSW,JSW,4,10000000,100000000000,0x87cc79C77a760464d18990b485C914bFD6806F1C,2020-07-03 19:59:38 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x87cc79c77a760464d18990b485c914bfd6806f1c/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Cherry,CHERRY,4,10000000,100000000000,0x4eCB692B0fEDeCD7B486b4c99044392784877E8C,2020-06-27 07:36:52 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x4ecb692b0fedecd7b486b4c99044392784877e8c/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
DEN,DEN,4,10000000,100000000000,0xCC6B25d2A3D95568d1C903a5376982b1f54c7791,2020-07-09 18:54:59 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xcc6b25d2a3d95568d1c903a5376982b1f54c7791/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
KAIJU,KAIJU,4,10000000,100000000000,0x58a5d3e4873A75B07fB3c7CF477EeBc44ea73B3B,2020-06-30 17:39:15 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x58a5d3e4873a75b07fb3c7cf477eebc44ea73b3b/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
TAMILAS,TML,4,10000000,100000000000,0xa6CeBeb159879BD6bAa85A4c8253aD7e911b45E5,2020-07-01 05:02:13 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xa6cebeb159879bd6baa85a4c8253ad7e911b45e5/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Avalon,AVL,4,10000000,100000000000,0x204f5e277A57Be84df31E86bD981Ea3d050d73F4,2020-07-02 23:50:14 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x204f5e277a57be84df31e86bd981ea3d050d73f4/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Shreyas,SHREY,4,10000000,100000000000,0xfce738f60585D79Ddc980C77C9990F7F9B88300e,2020-07-26 22:12:26 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xfce738f60585d79ddc980c77c9990f7f9b88300e/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Game Of Bitcoins,GOB,4,10000000,100000000000,0xE400013Df86249838B720eaB5a7F816aD82433c0,2020-07-09 19:46:47 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xe400013df86249838b720eab5a7f816ad82433c0/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Eye,EYE,4,10000000,100000000000,0xF94d09007ADc12c7a295c876db8CE690453815Cc,2020-08-23 01:19:26 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xf94d09007adc12c7a295c876db8ce690453815cc/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Mark,MARK,4,10000000,100000000000,0x7Bb50Ae05147882107218FE9daB9f58BD2e8FF55,2020-07-10 01:52:40 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x7bb50ae05147882107218fe9dab9f58bd2e8ff55/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Max,MAX,4,10000000,100000000000,0x24E634089bE96E3754F0DFA628A94ea57089e4bc,2020-07-10 02:38:53 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x24e634089be96e3754f0dfa628a94ea57089e4bc/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Karma,KARMA,4,10000000,100000000000,0xdfe691F37b6264a90Ff507EB359C45d55037951C,2020-07-09 01:22:16 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xdfe691f37b6264a90ff507eb359c45d55037951c/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
BlackAdam,ADAM,4,10000000,100000000000,0xAcD9e600Fc4e95B6AfbB4b2638CfcB5D905a7fCA,2020-07-12 04:32:26 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xacd9e600fc4e95b6afbb4b2638cfcb5d905a7fca/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Farmer,FARMER,4,10000000,100000000000,0xe089CeEb88086d7DD5153cf0357525069Cb27a4a,2020-07-10 21:33:41 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xe089ceeb88086d7dd5153cf0357525069cb27a4a/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Cabo,CABO,4,10000000,100000000000,0x08A3C1ae43883579De6184910beC740185414425,2020-07-12 18:20:20 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x08a3c1ae43883579de6184910bec740185414425/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Gothic,GOTHIC,4,10000000,100000000000,0x105F838bC941345F9BbafeF10FDb54B241C20105,2020-07-10 21:11:26 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x105f838bc941345f9bbafef10fdb54b241c20105/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Josh,JOSH,4,10000000,100000000000,0xd52C2f7D213192E3Ea1e0DF8952a49423587fc87,2020-07-18 03:16:20 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xd52c2f7d213192e3ea1e0df8952a49423587fc87/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Snow,SNOW,4,10000000,100000000000,0x5bE04ae661DfEc1a1c40dD1a19E432c925ee1aAA,2020-11-14 22:39:33 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x5be04ae661dfec1a1c40dd1a19e432c925ee1aaa/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
NASZAM,NASZAM,4,10000000,100000000000,0x10833B166D2B923b87cA43C864C15661Be603C7b,2020-07-26 22:24:10 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x10833b166d2b923b87ca43c864c15661be603c7b/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Vaunker,VAN,4,10000000,100000000000,0x90aBeB53701C89e8d7Aca6A03d105576Ccd6386E,2020-07-26 22:29:09 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x90abeb53701c89e8d7aca6a03d105576ccd6386e/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Milano,MILANO,4,10000000,100000000000,0x0af5ae6b1ADFd5bb2bf498046D8f3A188609064E,2020-07-26 22:35:47 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x0af5ae6b1adfd5bb2bf498046d8f3a188609064e/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Volley,VOLLEY,4,10000000,100000000000,0x8EE22C31531956A921425c6aFcB3E5742E775f12,2020-07-26 22:42:52 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x8ee22c31531956a921425c6afcb3e5742e775f12/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Prohaus,HAUS,4,10000000,100000000000,0xD83EA66D2eC74617734e82a39E7fe90496599204,2021-02-02 04:22:55 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xd83ea66d2ec74617734e82a39e7fe90496599204/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
All The Smoke,ATS,4,10000000,100000000000,0xE5f55a3b74874531a99359b833b92866A6609f6B,2020-07-21 15:44:24 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xe5f55a3b74874531a99359b833b92866a6609f6b/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
LADZ,LADZ,4,10000000,100000000000,0x1287c0509df9a475Ef178471aB2132b9dfD312B3,2020-07-22 21:39:21 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x1287c0509df9a475ef178471ab2132b9dfd312b3/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Casey,CASEY,4,10000000,100000000000,0xfc61c3Fd8caD40c59086dFA86453d29A9362dCf4,2020-07-26 22:50:22 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xfc61c3fd8cad40c59086dfa86453d29a9362dcf4/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
JMP,JMP,4,10000000,100000000000,0x5224DFE55ab94eeA301B62694Cdf0952e00444b9,2020-07-25 18:56:54 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x5224dfe55ab94eea301b62694cdf0952e00444b9/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
INFWEE,INFWEE,4,10000000,100000000000,0x6BDA8ad4D771e628C2Ea7481b4591236bA01A864,2020-07-30 00:49:53 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x6bda8ad4d771e628c2ea7481b4591236ba01a864/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
SIM,SIM,4,10000000,100000000000,0xCcB4622CdCe3b25F9230f496B8aea6b68Cb50535,2020-07-29 21:41:33 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xccb4622cdce3b25f9230f496b8aea6b68cb50535/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
OBrien,OBRIEN,4,10000000,100000000000,0x2116E40ABaBE3F5Ecb2bfE360Ea06AA00bf25B06,2020-07-29 21:57:31 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x2116e40ababe3f5ecb2bfe360ea06aa00bf25b06/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
DANNY,DANNY,4,10000000,100000000000,0xf97Ce80cd21e18006dd9c3Edc07c983c158F9371,2020-07-29 21:51:01 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xf97ce80cd21e18006dd9c3edc07c983c158f9371/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Unity,UNITY,4,10000000,100000000000,0xcF6A236226DDE0C1eD87BbF933F75f44A8B6FA38,2020-07-29 21:47:25 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xcf6a236226dde0c1ed87bbf933f75f44a8b6fa38/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Bearhugs,TREATS,4,10000000,100000000000,0x0B2623a0e1dE4C3640A25bDE55a138FC40158195,2020-07-31 21:02:23 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x0b2623a0e1de4c3640a25bde55a138fc40158195/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
NOVA,NOVA,4,10000000,100000000000,0x45cC3676b2EC557E36ee160D100aA47e4D189637,2020-08-05 22:10:57 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x45cc3676b2ec557e36ee160d100aa47e4d189637/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
SWAG,SWAG,4,10000000,100000000000,0xF7dEaF8f20546880cE40441c7bF47733006af98c,2020-08-28 17:06:34 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xf7deaf8f20546880ce40441c7bf47733006af98c/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Whisky,WHISKY,4,10000000,100000000000,0x835fb9077C2EEEB044E55725Cc4c6c00c4FF88E3,2020-08-09 02:21:43 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x835fb9077c2eeeb044e55725cc4c6c00c4ff88e3/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
ICONN,ICONN,4,10000000,100000000000,0x060e49653d5693a00f9037e3E66251eAD60b3Ba1,2020-08-18 02:57:52 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x060e49653d5693a00f9037e3e66251ead60b3ba1/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
DANIEL,DANIEL,4,10000000,100000000000,0xd9b38068cf4eA5EF9A9FE8922f21c8Ae52F016b8,2020-08-08 04:42:53 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xd9b38068cf4ea5ef9a9fe8922f21c8ae52f016b8/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Rare Ones,RONES,4,10000000,100000000000,0xDd8A49180E44806Bd56873bda359C1115F7E98b5,2020-09-20 03:36:52 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xdd8a49180e44806bd56873bda359c1115f7e98b5/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Ortier Capital,ORTC,4,10000000,100000000000,0x0b11D5d078955C6E5913beEaba85660202A4FC55,2020-08-23 01:56:42 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x0b11d5d078955c6e5913beeaba85660202a4fc55/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
KNIGHT,KNIGHT,4,10000000,100000000000,0x4dB56A679DF2694c98793BdEB0a92f9C77C5ae64,2020-08-23 01:46:27 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x4db56a679df2694c98793bdeb0a92f9c77c5ae64/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Luna,LUNA,4,10000000,100000000000,0xdC5938384Ae01489C5C8D071706E90dd42E33427,2020-08-23 01:33:06 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xdc5938384ae01489c5c8d071706e90dd42e33427/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
FabulousFunds,FAB,4,10000000,100000000000,0x86876a5fCAcb52a197f194A2c8b2166Af327a6da,2020-08-23 02:05:49 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x86876a5fcacb52a197f194a2c8b2166af327a6da/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Bobux,BOBUX,4,10000000,100000000000,0xC4bC757008f91fdA5876398147C73831cf9b285E,2020-08-23 02:59:51 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0xc4bc757008f91fda5876398147c73831cf9b285e/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
Nouveau,SNV,4,10000000,100000000000,0x0ab93C6be61A8f30b465B71383207FBDCef1a722,2020-08-23 03:07:53 +0000 UTC,https://raw.githubusercontent.com/roll-assets/ethereum/main/assets/0x0ab93c6be61a8f30b465b71383207fbdcef1a722/logo.png,confirmed,,0xdf65f4e6f2e9436bc1de1e00661c7108290e8bd3
